"seqnames" "start" "end" "width" "strand"
"10713" "chr12" 25348095 25348149 55 "*"
"10714" "chr12" 25357950 25358179 230 "*"
"10715" "chr12" 25403864 25629015 225152 "*"
"10716" "chr12" 25801497 26026952 225456 "*"
"10717" "chr12" 26027013 26097789 70777 "*"
"10718" "chr12" 26232826 26272958 40133 "*"
"10719" "chr12" 26278004 26348268 70265 "*"
"10720" "chr12" 26405854 26488284 82431 "*"
"10721" "chr12" 26986132 27058111 71980 "*"
"10722" "chr12" 27091255 27091304 50 "*"
"10723" "chr12" 27119582 27124505 4924 "*"
"10724" "chr12" 27167340 27175454 8115 "*"
"10725" "chr12" 27183607 27233989 50383 "*"
"10726" "chr12" 27235456 27397077 161622 "*"
"10727" "chr12" 27478891 27485786 6896 "*"
"10728" "chr12" 27578747 27619742 40996 "*"
"10729" "chr12" 27655119 27677044 21926 "*"
"10730" "chr12" 27848498 27849427 930 "*"
"10731" "chr12" 27850567 27863705 13139 "*"
"10732" "chr12" 27909238 27915598 6361 "*"
"10733" "chr12" 27924210 27933186 8977 "*"
"10734" "chr12" 27955974 28111016 155043 "*"
"10735" "chr12" 28124917 28332209 207293 "*"
"10736" "chr12" 28703100 29301935 598836 "*"
"10737" "chr12" 29488550 29493578 5029 "*"
"10738" "chr12" 29534144 29542226 8083 "*"
"10739" "chr12" 29650620 29653745 3126 "*"
"10740" "chr12" 29937693 30781914 844222 "*"
"10741" "chr12" 30848930 30862485 13556 "*"
"10742" "chr12" 30907449 30948614 41166 "*"
"10743" "chr12" 30955646 31079361 123716 "*"
"10744" "chr12" 31149538 31173696 24159 "*"
"10745" "chr12" 31257726 31433519 175794 "*"
"10746" "chr12" 31479160 31535156 55997 "*"
"10747" "chr12" 31768286 31800093 31808 "*"
"10748" "chr12" 31822017 31824070 2054 "*"
"10749" "chr12" 31882109 31944118 62010 "*"
"10750" "chr12" 31945176 32112352 167177 "*"
"10751" "chr12" 32146044 32146772 729 "*"
"10752" "chr12" 32146803 32260184 113382 "*"
"10753" "chr12" 32531142 32638905 107764 "*"
"10754" "chr12" 32798985 32832136 33152 "*"
"10755" "chr12" 32898585 32899477 893 "*"
"10756" "chr12" 32908888 32943679 34792 "*"
"10757" "chr12" 33049781 33528347 478567 "*"
"10758" "chr12" 33592755 34175215 582461 "*"
"10759" "chr12" 34181237 38710556 4529320 "*"
"10760" "chr12" 38723529 39046001 322473 "*"
"10761" "chr12" 39299421 39687029 387609 "*"
"10762" "chr12" 39837193 39945021 107829 "*"
"10763" "chr12" 40013844 40019971 6128 "*"
"10764" "chr12" 40499662 40618812 119151 "*"
"10765" "chr12" 40763087 41086243 323157 "*"
"10766" "chr12" 41466214 41582249 116036 "*"
"10767" "chr12" 41968393 42475647 507255 "*"
"10768" "chr12" 42538674 42550906 12233 "*"
"10769" "chr12" 42632155 42705887 73733 "*"
"10770" "chr12" 42719933 42719946 14 "*"
"10771" "chr12" 42983573 43748011 764439 "*"
"10772" "chr12" 43945725 44122409 176685 "*"
"10773" "chr12" 44152621 44152746 126 "*"
"10774" "chr12" 44183347 44187525 4179 "*"
"10775" "chr12" 44200179 44229961 29783 "*"
"10776" "chr12" 44783542 44902057 118516 "*"
"10777" "chr12" 45307712 45408538 100827 "*"
"10778" "chr12" 45444883 45456400 11518 "*"
"10779" "chr12" 45459195 45566816 107622 "*"
"10780" "chr12" 45834188 46119502 285315 "*"
"10781" "chr12" 46121705 46123619 1915 "*"
"10782" "chr12" 46301820 46312913 11094 "*"
"10783" "chr12" 46385904 46576840 190937 "*"
"10784" "chr12" 46663209 46751970 88762 "*"
"10785" "chr12" 46766646 47158543 391898 "*"
"10786" "chr12" 47219781 47469489 249709 "*"
"10787" "chr12" 47630444 48055714 425271 "*"
"10788" "chr12" 48099845 48103517 3673 "*"
"10789" "chr12" 48119356 48128452 9097 "*"
"10790" "chr12" 48164824 48165369 546 "*"
"10791" "chr12" 48213764 48235319 21556 "*"
"10792" "chr12" 48298815 48357329 58515 "*"
"10793" "chr12" 48362662 48366747 4086 "*"
"10794" "chr12" 48398286 48436680 38395 "*"
"10795" "chr12" 48540188 48541571 1384 "*"
"10796" "chr12" 48551378 48577365 25988 "*"
"10797" "chr12" 48579710 48596121 16412 "*"
"10798" "chr12" 48597076 48722762 125687 "*"
"10799" "chr12" 48724063 48733792 9730 "*"
"10800" "chr12" 48745030 48866447 121418 "*"
"10801" "chr12" 48866844 48876285 9442 "*"
"10802" "chr12" 48890298 48919414 29117 "*"
"10803" "chr12" 48921887 48961466 39580 "*"
"10804" "chr12" 48963830 49046994 83165 "*"
"10805" "chr12" 49076036 49082240 6205 "*"
"10806" "chr12" 49110782 49121217 10436 "*"
"10807" "chr12" 49159570 49159974 405 "*"
"10808" "chr12" 49182821 49208214 25394 "*"
"10809" "chr12" 49222727 49223538 812 "*"
"10810" "chr12" 49245958 49250915 4958 "*"
"10811" "chr12" 49259654 49297892 38239 "*"
"10812" "chr12" 49315360 49315741 382 "*"
"10813" "chr12" 49319331 49329991 10661 "*"
"10814" "chr12" 49351253 49359122 7870 "*"
"10815" "chr12" 49365642 49372235 6594 "*"
"10816" "chr12" 49376397 49388932 12536 "*"
"10817" "chr12" 49393089 49396054 2966 "*"
"10818" "chr12" 49412630 49412757 128 "*"
"10819" "chr12" 49449108 49458467 9360 "*"
"10820" "chr12" 49463776 49483205 19430 "*"
"10821" "chr12" 49488603 49490922 2320 "*"
"10822" "chr12" 49504681 49521566 16886 "*"
"10823" "chr12" 49525305 49578577 53273 "*"
"10824" "chr12" 49583108 49621708 38601 "*"
"10825" "chr12" 49667114 49688908 21795 "*"
"10826" "chr12" 49692482 49716970 24489 "*"
"10827" "chr12" 49725515 49726199 685 "*"
"10828" "chr12" 49730972 49741040 10069 "*"
"10829" "chr12" 49745686 49760687 15002 "*"
"10830" "chr12" 49921208 49932939 11732 "*"
"10831" "chr12" 49952078 49952085 8 "*"
"10832" "chr12" 49961912 49976657 14746 "*"
"10833" "chr12" 49999434 50017196 17763 "*"
"10834" "chr12" 50101198 50135292 34095 "*"
"10835" "chr12" 50158718 50184928 26211 "*"
"10836" "chr12" 50222209 50222325 117 "*"
"10837" "chr12" 50236913 50260678 23766 "*"
"10838" "chr12" 50297761 50302665 4905 "*"
"10839" "chr12" 50305647 50344523 38877 "*"
"10840" "chr12" 50352665 50355278 2614 "*"
"10841" "chr12" 50359466 50360976 1511 "*"
"10842" "chr12" 50370923 50382944 12022 "*"
"10843" "chr12" 50419308 50451419 32112 "*"
"10844" "chr12" 50477406 50478982 1577 "*"
"10845" "chr12" 50494495 50497601 3107 "*"
"10846" "chr12" 50505104 50505763 660 "*"
"10847" "chr12" 50514241 50523580 9340 "*"
"10848" "chr12" 50561098 50569562 8465 "*"
"10849" "chr12" 50677354 50720012 42659 "*"
"10850" "chr12" 50790406 50794591 4186 "*"
"10851" "chr12" 50873789 50898767 24979 "*"
"10852" "chr12" 51142451 51157788 15338 "*"
"10853" "chr12" 51214944 51236700 21757 "*"
"10854" "chr12" 51281664 51318533 36870 "*"
"10855" "chr12" 51326301 51347781 21481 "*"
"10856" "chr12" 51364290 51373565 9276 "*"
"10857" "chr12" 51422059 51442081 20023 "*"
"10858" "chr12" 51454208 51454987 780 "*"
"10859" "chr12" 51477455 51487538 10084 "*"
"10860" "chr12" 51566927 51580718 13792 "*"
"10861" "chr12" 51611478 51632507 21030 "*"
"10862" "chr12" 51664203 51674821 10619 "*"
"10863" "chr12" 51718453 51722226 3774 "*"
"10864" "chr12" 51740464 51745832 5369 "*"
"10865" "chr12" 51909548 51985019 75472 "*"
"10866" "chr12" 52206649 52211675 5027 "*"
"10867" "chr12" 52225702 52281792 56091 "*"
"10868" "chr12" 52285506 52300691 15186 "*"
"10869" "chr12" 52317146 52345450 28305 "*"
"10870" "chr12" 52390864 52400728 9865 "*"
"10871" "chr12" 52409674 52416615 6942 "*"
"10872" "chr12" 52453292 52463757 10466 "*"
"10873" "chr12" 52471280 52562779 91500 "*"
"10874" "chr12" 52585785 52599364 13580 "*"
"10875" "chr12" 52604640 52604713 74 "*"
"10876" "chr12" 52617598 52626953 9356 "*"
"10877" "chr12" 52642710 52643083 374 "*"
"10878" "chr12" 52702948 52708084 5137 "*"
"10879" "chr12" 52715183 52753789 38607 "*"
"10880" "chr12" 52761310 52771595 10286 "*"
"10881" "chr12" 52779418 52787734 8317 "*"
"10882" "chr12" 52800177 52817853 17677 "*"
"10883" "chr12" 52828111 52840434 12324 "*"
"10884" "chr12" 52845911 52862299 16389 "*"
"10885" "chr12" 52867570 52880957 13388 "*"
"10886" "chr12" 52887182 52908358 21177 "*"
"10887" "chr12" 52914244 52937692 23449 "*"
"10888" "chr12" 52946932 52959602 12671 "*"
"10889" "chr12" 52967610 52979372 11763 "*"
"10890" "chr12" 52995323 53001353 6031 "*"
"10891" "chr12" 53012344 53038341 25998 "*"
"10892" "chr12" 53045960 53068519 22560 "*"
"10893" "chr12" 53074192 53083410 9219 "*"
"10894" "chr12" 53097248 53161938 64691 "*"
"10895" "chr12" 53171130 53183468 12339 "*"
"10896" "chr12" 53189893 53200326 10434 "*"
"10897" "chr12" 53207901 53215230 7330 "*"
"10898" "chr12" 53228078 53232745 4668 "*"
"10899" "chr12" 53242779 53290970 48192 "*"
"10900" "chr12" 53346686 53400061 53376 "*"
"10901" "chr12" 53435994 53436972 979 "*"
"10902" "chr12" 53473205 53491435 18231 "*"
"10903" "chr12" 53496129 53497273 1145 "*"
"10904" "chr12" 53518324 53551446 33123 "*"
"10905" "chr12" 53584655 53585106 452 "*"
"10906" "chr12" 53601001 53604349 3349 "*"
"10907" "chr12" 53626041 53645369 19329 "*"
"10908" "chr12" 53648191 53662082 13892 "*"
"10909" "chr12" 53687428 53689234 1807 "*"
"10910" "chr12" 53693235 53693469 235 "*"
"10911" "chr12" 53700966 53701239 274 "*"
"10912" "chr12" 53715413 53720359 4947 "*"
"10913" "chr12" 53730005 53773978 43974 "*"
"10914" "chr12" 53810227 53817638 7412 "*"
"10915" "chr12" 53825319 53835432 10114 "*"
"10916" "chr12" 53893445 53894704 1260 "*"
"10917" "chr12" 53900216 53900473 258 "*"
"10918" "chr12" 53901423 53901639 217 "*"
"10919" "chr12" 54020200 54058943 38744 "*"
"10920" "chr12" 54070513 54104901 34389 "*"
"10921" "chr12" 54121308 54329111 207804 "*"
"10922" "chr12" 54340329 54348713 8385 "*"
"10923" "chr12" 54350351 54356091 5741 "*"
"10924" "chr12" 54370204 54378945 8742 "*"
"10925" "chr12" 54384063 54385521 1459 "*"
"10926" "chr12" 54385632 54393876 8245 "*"
"10927" "chr12" 54397121 54402889 5769 "*"
"10928" "chr12" 54406546 54410641 4096 "*"
"10929" "chr12" 54449815 54452037 2223 "*"
"10930" "chr12" 54516019 54519854 3836 "*"
"10931" "chr12" 54526627 54574141 47515 "*"
"10932" "chr12" 54582779 54624730 41952 "*"
"10933" "chr12" 54673916 54674487 572 "*"
"10934" "chr12" 54680873 54685890 5018 "*"
"10935" "chr12" 54694822 54718873 24052 "*"
"10936" "chr12" 54745636 54756228 10593 "*"
"10937" "chr12" 54758271 54762919 4649 "*"
"10938" "chr12" 54785084 54789044 3961 "*"
"10939" "chr12" 54813051 54849735 36685 "*"
"10940" "chr12" 54867387 54891494 24108 "*"
"10941" "chr12" 54936900 54943176 6277 "*"
"10942" "chr12" 54982444 55001970 19527 "*"
"10943" "chr12" 55004247 55024622 20376 "*"
"10944" "chr12" 55028664 55038374 9711 "*"
"10945" "chr12" 55042150 55248298 206149 "*"
"10946" "chr12" 55252175 55342086 89912 "*"
"10947" "chr12" 55378531 55413728 35198 "*"
"10948" "chr12" 55423802 55523552 99751 "*"
"10949" "chr12" 55524561 55614808 90248 "*"
"10950" "chr12" 55615760 55641071 25312 "*"
"10951" "chr12" 55642011 55688071 46061 "*"
"10952" "chr12" 55689017 55714383 25367 "*"
"10953" "chr12" 55715323 55725484 10162 "*"
"10954" "chr12" 55726421 55758894 32474 "*"
"10955" "chr12" 55759834 55794312 34479 "*"
"10956" "chr12" 55795252 55820037 24786 "*"
"10957" "chr12" 55820977 55845997 25021 "*"
"10958" "chr12" 55846937 55862983 16047 "*"
"10959" "chr12" 55863923 55886161 22239 "*"
"10960" "chr12" 55887101 55945010 57910 "*"
"10961" "chr12" 55945941 55968198 22258 "*"
"10962" "chr12" 55969129 56030675 61547 "*"
"10963" "chr12" 56031618 56075329 43712 "*"
"10964" "chr12" 56106090 56109817 3728 "*"
"10965" "chr12" 56118527 56119226 700 "*"
"10966" "chr12" 56123458 56137063 13606 "*"
"10967" "chr12" 56224343 56229213 4871 "*"
"10968" "chr12" 56236768 56295196 58429 "*"
"10969" "chr12" 56321698 56324945 3248 "*"
"10970" "chr12" 56347808 56347888 81 "*"
"10971" "chr12" 56360497 56360555 59 "*"
"10972" "chr12" 56366569 56367696 1128 "*"
"10973" "chr12" 56390468 56391042 575 "*"
"10974" "chr12" 56399310 56411921 12612 "*"
"10975" "chr12" 56432220 56435685 3466 "*"
"10976" "chr12" 56438008 56473808 35801 "*"
"10977" "chr12" 56497292 56498102 811 "*"
"10978" "chr12" 56507695 56510373 2679 "*"
"10979" "chr12" 56511617 56512029 413 "*"
"10980" "chr12" 56516279 56521985 5707 "*"
"10981" "chr12" 56538461 56546203 7743 "*"
"10982" "chr12" 56551772 56552044 273 "*"
"10983" "chr12" 56555367 56555635 269 "*"
"10984" "chr12" 56583352 56596287 12936 "*"
"10985" "chr12" 56615754 56618124 2371 "*"
"10986" "chr12" 56623639 56623819 181 "*"
"10987" "chr12" 56652144 56660641 8498 "*"
"10988" "chr12" 56664751 56665482 732 "*"
"10989" "chr12" 56694176 56704212 10037 "*"
"10990" "chr12" 56727838 56732662 4825 "*"
"10991" "chr12" 56734195 56735381 1187 "*"
"10992" "chr12" 56754038 56754354 317 "*"
"10993" "chr12" 56756584 56810156 53573 "*"
"10994" "chr12" 56843201 56843285 85 "*"
"10995" "chr12" 56882182 56915608 33427 "*"
"10996" "chr12" 57030164 57031958 1795 "*"
"10997" "chr12" 57039853 57057124 17272 "*"
"10998" "chr12" 57082079 57106210 24132 "*"
"10999" "chr12" 57119327 57125363 6037 "*"
"11000" "chr12" 57146147 57157107 10961 "*"
"11001" "chr12" 57181575 57316937 135363 "*"
"11002" "chr12" 57328190 57345215 17026 "*"
"11003" "chr12" 57351419 57388354 36936 "*"
"11004" "chr12" 57390470 57392616 2147 "*"
"11005" "chr12" 57400298 57403780 3483 "*"
"11006" "chr12" 57410345 57422300 11956 "*"
"11007" "chr12" 57444550 57449425 4876 "*"
"11008" "chr12" 57472575 57482676 10102 "*"
"11009" "chr12" 57607126 57610577 3452 "*"
"11010" "chr12" 57620233 57623355 3123 "*"
"11011" "chr12" 57634476 57637241 2766 "*"
"11012" "chr12" 57824789 57828542 3754 "*"
"11013" "chr12" 57844610 57849095 4486 "*"
"11014" "chr12" 57851792 57853917 2126 "*"
"11015" "chr12" 57914301 57916658 2358 "*"
"11016" "chr12" 57941115 57943846 2732 "*"
"11017" "chr12" 57978555 57984941 6387 "*"
"11018" "chr12" 57997212 57998603 1392 "*"
"11019" "chr12" 58003584 58003962 379 "*"
"11020" "chr12" 58011029 58013692 2664 "*"
"11021" "chr12" 58027023 58087737 60715 "*"
"11022" "chr12" 58115341 58118075 2735 "*"
"11023" "chr12" 58135945 58138783 2839 "*"
"11024" "chr12" 58146231 58148880 2650 "*"
"11025" "chr12" 58154194 58156116 1923 "*"
"11026" "chr12" 58160977 58162350 1374 "*"
"11027" "chr12" 58165915 58166382 468 "*"
"11028" "chr12" 58176325 58176527 203 "*"
"11029" "chr12" 58209853 58213709 3857 "*"
"11030" "chr12" 58240748 58325231 84484 "*"
"11031" "chr12" 58329948 58335444 5497 "*"
"11032" "chr12" 58351053 59265936 914884 "*"
"11033" "chr12" 59314320 59989820 675501 "*"
"11034" "chr12" 60183636 62102028 1918393 "*"
"11035" "chr12" 62653926 62654120 195 "*"
"11036" "chr12" 62803502 62860596 57095 "*"
"11037" "chr12" 62991364 62995530 4167 "*"
"11038" "chr12" 62997215 62997465 251 "*"
"11039" "chr12" 62997550 63037762 40213 "*"
"11040" "chr12" 63328666 63536538 207873 "*"
"11041" "chr12" 63546591 63952692 406102 "*"
"11042" "chr12" 64062355 64173582 111228 "*"
"11043" "chr12" 64203339 64238540 35202 "*"
"11044" "chr12" 64541614 64586418 44805 "*"
"11045" "chr12" 64616077 64660762 44686 "*"
"11046" "chr12" 64784346 64798152 13807 "*"
"11047" "chr12" 64842464 64845839 3376 "*"
"11048" "chr12" 64895900 65004292 108393 "*"
"11049" "chr12" 65091348 65107221 15874 "*"
"11050" "chr12" 65153227 65179790 26564 "*"
"11051" "chr12" 65274799 65277553 2755 "*"
"11052" "chr12" 65371303 65444403 73101 "*"
"11053" "chr12" 65515347 65563350 48004 "*"
"11054" "chr12" 65642142 65672422 30281 "*"
"11055" "chr12" 65860688 66151799 291112 "*"
"11056" "chr12" 66360072 66516848 156777 "*"
"11057" "chr12" 66563808 66582977 19170 "*"
"11058" "chr12" 66648395 66696334 47940 "*"
"11059" "chr12" 66737424 66741210 3787 "*"
"11060" "chr12" 67197895 67663060 465166 "*"
"11061" "chr12" 67708389 68042511 334123 "*"
"11062" "chr12" 68056445 68548549 492105 "*"
"11063" "chr12" 68553522 68595128 41607 "*"
"11064" "chr12" 68619572 68642024 22453 "*"
"11065" "chr12" 68647386 68688345 40960 "*"
"11066" "chr12" 68726162 69004618 278457 "*"
"11067" "chr12" 69054386 69068150 13765 "*"
"11068" "chr12" 69080640 69080730 91 "*"
"11069" "chr12" 69136474 69139935 3462 "*"
"11070" "chr12" 69159854 69198216 38363 "*"
"11071" "chr12" 69199275 69201970 2696 "*"
"11072" "chr12" 69239321 69244955 5635 "*"
"11073" "chr12" 69357021 69633316 276296 "*"
"11074" "chr12" 69668139 69742133 73995 "*"
"11075" "chr12" 69748014 69753531 5518 "*"
"11076" "chr12" 69784577 69864128 79552 "*"
"11077" "chr12" 69973563 69978501 4939 "*"
"11078" "chr12" 69978604 69979207 604 "*"
"11079" "chr12" 69995358 70002344 6987 "*"
"11080" "chr12" 70004943 70037333 32391 "*"
"11081" "chr12" 70093197 70132630 39434 "*"
"11082" "chr12" 70216985 70636773 419789 "*"
"11083" "chr12" 70748774 70760061 11288 "*"
"11084" "chr12" 70828073 70910631 82559 "*"
"11085" "chr12" 71031221 71031852 632 "*"
"11086" "chr12" 71314585 71518876 204292 "*"
"11087" "chr12" 71980089 72003378 23290 "*"
"11088" "chr12" 72074429 72079877 5449 "*"
"11089" "chr12" 72097840 72148657 50818 "*"
"11090" "chr12" 72181151 72233486 52336 "*"
"11091" "chr12" 72320630 72332625 11996 "*"
"11092" "chr12" 72426222 72656326 230105 "*"
"11093" "chr12" 73059423 74526955 1467533 "*"
"11094" "chr12" 74686412 74931550 245139 "*"
"11095" "chr12" 74935233 75433857 498625 "*"
"11096" "chr12" 75603529 75669758 66230 "*"
"11097" "chr12" 75784703 75784849 147 "*"
"11098" "chr12" 75826178 75874512 48335 "*"
"11099" "chr12" 75905419 76419226 513808 "*"
"11100" "chr12" 76425557 76438671 13115 "*"
"11101" "chr12" 76478739 76738265 259527 "*"
"11102" "chr12" 76742223 76745577 3355 "*"
"11103" "chr12" 76953590 77157853 204264 "*"
"11104" "chr12" 77247475 77252495 5021 "*"
"11105" "chr12" 77272800 77415025 142226 "*"
"11106" "chr12" 77459361 78225068 765708 "*"
"11107" "chr12" 78606791 79257772 650982 "*"
"11108" "chr12" 79845789 79985744 139956 "*"
"11109" "chr12" 80084791 80167342 82552 "*"
"11110" "chr12" 80329236 80603232 273997 "*"
"11111" "chr12" 80772871 80838125 65255 "*"
"11112" "chr12" 81073969 81101407 27439 "*"
"11113" "chr12" 81103257 81110707 7451 "*"
"11114" "chr12" 81113448 81191170 77723 "*"
"11115" "chr12" 81331695 81471808 140114 "*"
"11116" "chr12" 81649583 81652044 2462 "*"
"11117" "chr12" 82153110 82746082 592973 "*"
"11118" "chr12" 82873017 83080933 207917 "*"
"11119" "chr12" 83528068 85253266 1725199 "*"
"11120" "chr12" 85306609 85408093 101485 "*"
"11121" "chr12" 85430056 85430098 43 "*"
"11122" "chr12" 85638884 85674035 35152 "*"
"11123" "chr12" 85695562 86198330 502769 "*"
"11124" "chr12" 86230319 86268072 37754 "*"
"11125" "chr12" 86276771 86373036 96266 "*"
"11126" "chr12" 87232682 88176662 943981 "*"
"11127" "chr12" 88178489 88373815 195327 "*"
"11128" "chr12" 88423177 88429267 6091 "*"
"11129" "chr12" 88535994 88536072 79 "*"
"11130" "chr12" 88593665 88886569 292905 "*"
"11131" "chr12" 88974251 89404902 430652 "*"
"11132" "chr12" 89413470 89741836 328367 "*"
"11133" "chr12" 89746297 89813497 67201 "*"
"11134" "chr12" 89920040 89981825 61786 "*"
"11135" "chr12" 90049845 90102731 52887 "*"
"11136" "chr12" 90105730 91311799 1206070 "*"
"11137" "chr12" 91342447 91345991 3545 "*"
"11138" "chr12" 91348954 91357455 8502 "*"
"11139" "chr12" 91398804 91444270 45467 "*"
"11140" "chr12" 91452132 91497231 45100 "*"
"11141" "chr12" 91505543 91539034 33492 "*"
"11142" "chr12" 91576807 92378751 801945 "*"
"11143" "chr12" 92539674 92813869 274196 "*"
"11144" "chr12" 92877457 93096618 219162 "*"
"11145" "chr12" 93102326 93130264 27939 "*"
"11146" "chr12" 93165869 93166284 416 "*"
"11147" "chr12" 93323108 93397533 74426 "*"
"11148" "chr12" 93771513 93771700 188 "*"
"11149" "chr12" 93797025 93802087 5063 "*"
"11150" "chr12" 93836027 93861265 25239 "*"
"11151" "chr12" 93897549 93936238 38690 "*"
"11152" "chr12" 93970522 94071150 100629 "*"
"11153" "chr12" 94288617 94542498 253882 "*"
"11154" "chr12" 94701452 94702055 604 "*"
"11155" "chr12" 94853765 94853778 14 "*"
"11156" "chr12" 94856345 94955564 99220 "*"
"11157" "chr12" 94955636 94960899 5264 "*"
"11158" "chr12" 95044325 95228173 183849 "*"
"11159" "chr12" 95228805 95365103 136299 "*"
"11160" "chr12" 95397490 95414004 16515 "*"
"11161" "chr12" 95467405 95470524 3120 "*"
"11162" "chr12" 95611241 95611521 281 "*"
"11163" "chr12" 95696567 95702195 5629 "*"
"11164" "chr12" 95702290 95703698 1409 "*"
"11165" "chr12" 95703761 95867821 164061 "*"
"11166" "chr12" 95909614 95910887 1274 "*"
"11167" "chr12" 95945264 96043030 97767 "*"
"11168" "chr12" 96184931 96252708 67778 "*"
"11169" "chr12" 96260239 96260825 587 "*"
"11170" "chr12" 96336429 96337070 642 "*"
"11171" "chr12" 96362371 96366439 4069 "*"
"11172" "chr12" 96390144 96394530 4387 "*"
"11173" "chr12" 96437299 96588206 150908 "*"
"11174" "chr12" 96661607 96672038 10432 "*"
"11175" "chr12" 96794367 97301000 506634 "*"
"11176" "chr12" 97347470 97858798 511329 "*"
"11177" "chr12" 97958794 98107189 148396 "*"
"11178" "chr12" 98150296 98389160 238865 "*"
"11179" "chr12" 98389227 98847618 458392 "*"
"11180" "chr12" 98850924 98879321 28398 "*"
"11181" "chr12" 98897634 98906750 9117 "*"
"11182" "chr12" 98944158 98987402 43245 "*"
"11183" "chr12" 98995779 99007181 11403 "*"
"11184" "chr12" 99038830 99039077 248 "*"
"11185" "chr12" 100378433 100430862 52430 "*"
"11186" "chr12" 100536643 100550174 13532 "*"
"11187" "chr12" 100567122 100583661 16540 "*"
"11188" "chr12" 100583728 100593864 10137 "*"
"11189" "chr12" 100660858 100660954 97 "*"
"11190" "chr12" 100733915 100750856 16942 "*"
"11191" "chr12" 100815838 100867550 51713 "*"
"11192" "chr12" 100957646 100967488 9843 "*"
"11193" "chr12" 101018686 101111303 92618 "*"
"11194" "chr12" 101522420 101549993 27574 "*"
"11195" "chr12" 101604017 101673904 69888 "*"
"11196" "chr12" 101780398 101786902 6505 "*"
"11197" "chr12" 101801573 101869198 67626 "*"
"11198" "chr12" 101880776 101988708 107933 "*"
"11199" "chr12" 102079659 102091416 11758 "*"
"11200" "chr12" 102133251 102139274 6024 "*"
"11201" "chr12" 102224646 102271104 46459 "*"
"11202" "chr12" 102317402 102406716 89315 "*"
"11203" "chr12" 102455900 102467972 12073 "*"
"11204" "chr12" 102513870 102513955 86 "*"
"11205" "chr12" 102591615 102789644 198030 "*"
"11206" "chr12" 102874379 103203060 328682 "*"
"11207" "chr12" 103218178 103232103 13926 "*"
"11208" "chr12" 103311382 103351451 40070 "*"
"11209" "chr12" 103354295 103631368 277074 "*"
"11210" "chr12" 103889750 103981068 91319 "*"
"11211" "chr12" 104160503 104166080 5578 "*"
"11212" "chr12" 104234976 104237526 2551 "*"
"11213" "chr12" 104323990 104324111 122 "*"
"11214" "chr12" 104341709 104343980 2272 "*"
"11215" "chr12" 104359474 104359592 119 "*"
"11216" "chr12" 104382657 104382764 108 "*"
"11217" "chr12" 104457962 104458235 274 "*"
"11218" "chr12" 104500305 104510857 10553 "*"
"11219" "chr12" 104532041 104606487 74447 "*"
"11220" "chr12" 104744086 104850691 106606 "*"
"11221" "chr12" 105155793 105197274 41482 "*"
"11222" "chr12" 105322473 105380097 57625 "*"
"11223" "chr12" 105388506 105413561 25056 "*"
"11224" "chr12" 105478342 105501491 23150 "*"
"11225" "chr12" 105562907 105567074 4168 "*"
"11226" "chr12" 105630009 105724413 94405 "*"
"11227" "chr12" 105765297 106457124 691828 "*"
"11228" "chr12" 106533812 106631658 97847 "*"
"11229" "chr12" 106641714 106696580 54867 "*"
"11230" "chr12" 106740793 106751435 10643 "*"
"11231" "chr12" 107283095 107349543 66449 "*"
"11232" "chr12" 107367814 107371068 3255 "*"
"11233" "chr12" 107380945 107385142 4198 "*"
"11234" "chr12" 107487636 107712196 224561 "*"
"11235" "chr12" 108053420 108079589 26170 "*"
"11236" "chr12" 108106258 108126642 20385 "*"
"11237" "chr12" 108155022 108168161 13140 "*"
"11238" "chr12" 108170422 108296926 126505 "*"
"11239" "chr12" 108297549 108523510 225962 "*"
"11240" "chr12" 108644314 108681820 37507 "*"
"11241" "chr12" 108733095 108909050 175956 "*"
"11242" "chr12" 108913381 108915990 2610 "*"
"11243" "chr12" 108955166 108956293 1128 "*"
"11244" "chr12" 108963161 108983621 20461 "*"
"11245" "chr12" 108991895 109015679 23785 "*"
"11246" "chr12" 109027671 109038884 11214 "*"
"11247" "chr12" 109125327 109176465 51139 "*"
"11248" "chr12" 109251360 109252707 1348 "*"
"11249" "chr12" 109294711 109304657 9947 "*"
"11250" "chr12" 109458846 109460893 2048 "*"
"11251" "chr12" 109525832 109525992 161 "*"
"11252" "chr12" 109531294 109535398 4105 "*"
"11253" "chr12" 109548799 109554399 5601 "*"
"11254" "chr12" 109706031 109715782 9752 "*"
"11255" "chr12" 109747026 109826523 79498 "*"
"11256" "chr12" 109886177 109886459 283 "*"
"11257" "chr12" 109915156 109915427 272 "*"
"11258" "chr12" 109974511 109991520 17010 "*"
"11259" "chr12" 110011359 110011499 141 "*"
"11260" "chr12" 110035072 110152186 117115 "*"
"11261" "chr12" 110211293 110220891 9599 "*"
"11262" "chr12" 110271242 110288747 17506 "*"
"11263" "chr12" 110318294 110338078 19785 "*"
"11264" "chr12" 110434195 110436990 2796 "*"
"11265" "chr12" 110477236 110478982 1747 "*"
"11266" "chr12" 110511440 110562139 50700 "*"
"11267" "chr12" 110656601 110719031 62431 "*"
"11268" "chr12" 110788898 110810704 21807 "*"
"11269" "chr12" 110841536 110872705 31170 "*"
"11270" "chr12" 110888159 110890290 2132 "*"
"11271" "chr12" 110928193 110929329 1137 "*"
"11272" "chr12" 110939917 110940004 88 "*"
"11273" "chr12" 110969892 110972236 2345 "*"
